user_id,sign_up_date,age,gender,married,has_children,home_country,home_city,session_count,avg_session_duration,avg_page_clicks,total_trips,conversion_rate,cancellation_proportion,avg_days_depatrure_book,avg_days_checkin_book,total_flights_booked,avg_flight_price_usd,avg_flight_discount_amount,discounted_flight_proportion,round_trips_proportion,avg_flight_seats,avg_checked_bags,total_hotels_booked,avg_hotel_price_usd,avg_hotel_discount_amount,discounted_hotel_proportion,avg_hotel_rooms,avg_stay_duration_day,avg_flight_distance_from_home_km,weekend_trip_proportion,preferred_perk,perk_filter
509414,2023-01-04,24,F,FALSE,FALSE,usa,tampa,8,2.63,25.25,1,0.13,0,56.54,56.71,1,642.01,0.08,0.25,1,2,1,1,45,0.08,0.38,1,10,1649.87,0,1 night free hotel with flight,1
509419,2023-01-04,41,F,FALSE,FALSE,usa,philadelphia,8,1.75,17.88,4,0.5,0,4.83,5.04,4,446.83,0.05,0.13,1,1,1,4,137.5,,0,1,1,2454.76,0.5,1 night free hotel with flight,1
509421,2023-01-04,54,F,FALSE,TRUE,usa,baltimore,9,6.56,29.78,4,0.44,0.25,99.54,8.24,3,603.71,0.3,0.33,1,1,0.25,4,129.33,0.1,0.22,1,3.33,3763.64,0.25,no cancellation fees,1
509435,2023-01-04,44,M,FALSE,FALSE,usa,nashville,8,2.75,27,4,0.5,0,6.53,6.66,4,267.16,0.2,0.13,1,1.5,0.75,4,301,,0,1.5,1.75,968.46,0.25,1 night free hotel with flight,1
509445,2023-01-04,39,F,TRUE,FALSE,usa,san francisco,8,1.13,12.38,4,0.5,0,8.68,7.8,3,567.55,,0,1,1,0.33,3,141.33,,0,1.67,3,3487.38,0,1 night free hotel with flight,1
509453,2023-01-04,41,F,FALSE,FALSE,usa,lubbock,8,1.25,14.25,3,0.38,0,9.34,13.63,2,445.68,0.15,0.13,1,1.5,0,3,123,,0,1.33,3.33,1943.62,0,1 night free hotel with flight,1
509454,2023-01-04,40,F,FALSE,TRUE,usa,tampa,8,1.13,13.13,2,0.25,0,5.96,8.39,1,559.49,,0,1,1,1,2,295.5,0.1,0.13,1.5,14,3003.16,0,free hotel meal,1
509459,2023-01-04,17,F,FALSE,FALSE,usa,new york,8,1,12.5,2,0.25,0,4.49,8.87,1,444.68,0.1,0.13,1,1,1,1,858,,0,2,5,2919.27,0,1 night free hotel with flight,1
509467,2023-01-04,28,M,FALSE,FALSE,usa,seattle,8,1,12.75,2,0.25,0,6.17,6.37,2,1026.49,0.1,0.13,1,2,1.5,2,299,,0,2,6,2313.66,0,free checked bag,1
509498,2023-01-04,39,F,FALSE,FALSE,usa,milwaukee,8,1.13,12.25,2,0.25,0,6.33,6.51,2,687.8,0.3,0.13,1,3,0,2,214.5,0.05,0.13,3,6.5,1672.92,0,1 night free hotel with flight,1
509515,2023-01-04,29,F,FALSE,TRUE,usa,memphis,9,1,11.33,2,0.22,0,6.56,5.19,1,297.45,,0,1,1,1,2,229.5,0.25,0.11,1,5.5,1788.7,0,1 night free hotel with flight,1
509516,2023-01-04,45,F,FALSE,FALSE,usa,colorado springs,9,1.56,16.33,3,0.33,0,7.78,8,2,610.26,0.1,0.11,1,1.5,1,3,176.33,0.13,0.22,1.33,1.33,1916.67,0,1 night free hotel with flight,1
509530,2023-01-04,46,F,TRUE,TRUE,canada,edmonton,8,1.63,17,6,0.75,0,9.66,8.93,5,640.11,,0,1,1.4,0.6,5,170,,0,1.4,2.6,2594.88,0,1 night free hotel with flight,1
509552,2023-01-04,18,F,FALSE,FALSE,usa,los angeles,8,1.5,14.63,3,0.38,0,364.52,8.85,1,697.33,0.15,0.13,1,1,1,2,158,0.13,0.25,1,6.5,4183.68,0,1 night free hotel with flight,1
509598,2023-01-04,39,F,FALSE,FALSE,canada,winnipeg,8,1.63,15.63,3,0.38,0,8.36,8.55,3,337.28,0.18,0.38,1,1,0.67,3,144.33,0.1,0.25,1,3.33,1874,0.33,1 night free hotel with flight,1
509603,2023-01-04,18,F,FALSE,FALSE,usa,memphis,8,1.63,16,2,0.25,0,7.66,11.84,1,145.43,,0,0,1,1,2,119,0.25,0.13,2,8,1440.57,0,free hotel meal,1
509626,2023-01-04,51,F,FALSE,TRUE,usa,brownsville,8,1.88,17.88,3,0.38,0,117.36,117.56,3,509.34,,0,1,1.33,1,3,88.33,0.15,0.25,1,5.67,2176.07,0,1 night free hotel with flight,1
509635,2023-01-04,37,M,TRUE,FALSE,usa,austin,8,1.63,15.38,3,0.38,0,7.81,8.03,3,344.83,,0,0.67,1,0,3,166,,0,1,0.67,2598.52,0,1 night free hotel with flight,1
509638,2023-01-04,47,F,TRUE,TRUE,usa,reno,8,1.38,14.38,1,0.13,0,5.53,,1,207.08,0.2,0.13,1,1,0,0,,,0,,,1116.16,0,exclusive discounts,1
509645,2023-01-04,53,M,TRUE,FALSE,usa,riverside,8,3.25,34.38,4,0.5,0.25,7,7.16,4,290.26,0.08,0.38,1,1,0.2,4,147.8,0.1,0.25,1,3.4,1579.03,0,no cancellation fees,1
509681,2023-01-04,42,F,FALSE,TRUE,usa,milwaukee,8,1.38,15.75,4,0.5,0,9.88,11.79,3,344.87,0.1,0.25,1,1.33,0.33,4,209.75,,0,1.25,4.75,1348.79,0,1 night free hotel with flight,1
509712,2023-01-04,33,F,FALSE,FALSE,usa,philadelphia,8,1,12.38,3,0.38,0,6.83,6.01,2,535.42,0.1,0.25,1,1,1,3,112.67,,0,1,6.67,3016.53,0,1 night free hotel with flight,1
509713,2023-01-04,34,F,TRUE,TRUE,usa,dallas,8,1.38,15.13,3,0.38,0,5.77,5.95,3,345.19,0.25,0.13,0.67,1.33,0.67,3,239,0.05,0.13,1.33,2.67,2011.38,0,1 night free hotel with flight,1
509717,2023-01-04,43,F,FALSE,FALSE,usa,new york,8,1.13,12.13,4,0.5,0,6.4,6.63,4,512.92,0.05,0.13,1,1,0,4,159.75,0.1,0.25,1,2,2900.72,0,1 night free hotel with flight,1
509749,2023-01-04,41,M,FALSE,FALSE,usa,new york,8,2.38,21.88,7,0.88,0,8.47,7.74,6,286.56,0.18,0.25,1,1,0.67,7,138.86,0.05,0.13,1,2.57,1591.98,0,1 night free hotel with flight,1
509763,2023-01-04,50,F,TRUE,FALSE,usa,los angeles,8,2.13,20.38,6,0.75,0,7.56,8.13,6,628.7,0.15,0.13,0.83,1,0.5,5,159.2,0.13,0.25,1,2.6,3887.82,0,1 night free hotel with flight,1
509765,2023-01-04,30,F,FALSE,FALSE,usa,los angeles,9,2,19.67,4,0.44,0,7.97,8.25,4,703.5,0.15,0.11,1,1,0.25,4,194.25,0.2,0.11,1,1,4090.79,0.5,1 night free hotel with flight,1
509781,2023-01-04,63,F,TRUE,FALSE,usa,norfolk,9,0.78,11,2,0.22,0,307.94,3.57,1,354.88,0.35,0.11,1,2,2,1,191,,0,1,9,1046.3,0,free checked bag,1
509822,2023-01-04,38,M,FALSE,FALSE,usa,charlotte,8,1.63,17.75,3,0.38,0,8.24,8.41,3,314.71,0.2,0.25,1,1,0.33,3,177,0.05,0.13,1,2,1671.65,0,1 night free hotel with flight,1
509826,2023-01-04,64,F,TRUE,TRUE,usa,miami,9,0.67,9,1,0.11,0,11.82,11.96,1,215.25,0.1,0.33,1,1,0,1,54,0.15,0.22,1,4,1279.27,0,1 night free hotel with flight,1
509841,2023-01-04,46,F,TRUE,TRUE,usa,knoxville,8,1.25,15.75,3,0.38,0,70.4,7.28,3,1609.39,0.23,0.25,1,1.67,0.33,2,120.5,0.05,0.13,1.5,2,5651.67,0,1 night free hotel with flight,1
509855,2023-01-04,35,F,TRUE,TRUE,usa,winston-salem,8,0.63,9.75,0,0,,,,0,,0.3,0.25,0,,,0,,0.05,0.13,,,,0,exclusive discounts,1
509876,2023-01-04,68,F,TRUE,FALSE,usa,baltimore,8,0.63,8.63,0,0,,,,0,,0.2,0.13,0,,,0,,,0,,,,0,exclusive discounts,1
509892,2023-01-04,67,M,TRUE,FALSE,usa,san jose,8,2.63,24.63,1,0.13,0,,6.18,0,,0.2,0.13,0,,,1,130,,0,1,7,,0,exclusive discounts,1
509903,2023-01-04,41,F,FALSE,FALSE,usa,long beach,8,1.75,19.38,5,0.63,0,5.93,6.15,5,483.06,0.4,0.13,1,1,0.8,5,225.2,,0,1,3,2719.63,0,1 night free hotel with flight,1
509919,2023-01-04,46,M,TRUE,FALSE,usa,tampa,8,0.88,11.38,3,0.38,0,5.48,5.02,2,632.35,0.18,0.25,1,1,0,3,161.33,0.05,0.13,1,4.33,3737.53,0,1 night free hotel with flight,1
509924,2023-01-04,38,F,TRUE,FALSE,usa,tampa,9,1.44,13.78,0,0,,,,0,,0.1,0.22,0,,,0,,0.15,0.11,,,,0,exclusive discounts,1
509933,2023-01-04,45,M,TRUE,TRUE,usa,louisville,8,0.75,9.75,3,0.38,0,7.63,9.42,2,254.76,0.1,0.13,1,1,0.5,3,238.67,0.05,0.13,1,5.67,1559.09,0,1 night free hotel with flight,1
509969,2023-01-04,69,F,TRUE,FALSE,canada,montreal,10,0.5,8.3,1,0.1,0,,3.09,0,,0.08,0.4,0,,,1,79,0.15,0.2,1,6,,0,exclusive discounts,1
509990,2023-01-04,41,M,FALSE,FALSE,usa,minneapolis,8,0.63,8.5,1,0.13,0,7.12,7.31,1,356.87,0.05,0.13,1,1,0,1,80,0.15,0.25,1,1,1839.52,1,1 night free hotel with flight,1
510003,2023-01-04,46,F,TRUE,TRUE,usa,tulsa,8,0.75,10,1,0.13,0,6.91,7.09,1,650.5,0.15,0.25,1,2,1,1,63,0.1,0.25,2,4,1897.18,0,1 night free hotel with flight,1
510022,2023-01-04,53,F,TRUE,TRUE,usa,austin,8,1.25,15,4,0.5,0,8.21,6.92,3,363.42,0.08,0.25,1,1,0.67,3,239,,0,1,1.33,2033.72,0,1 night free hotel with flight,1
510044,2023-01-04,47,M,FALSE,FALSE,usa,santa ana,8,1.63,17.13,3,0.38,0,6.45,6.69,3,577.51,0.2,0.25,1,1.33,0.33,3,170,0.25,0.13,1.33,2.33,3129.12,0,1 night free hotel with flight,1
510048,2023-01-04,31,F,FALSE,TRUE,usa,dallas,8,1.25,13,2,0.25,0,7.8,7.98,2,331.47,0.2,0.38,1,1,1.5,2,144,0.1,0.13,1,4.5,1815.45,0,free checked bag,1
510061,2023-01-04,48,F,TRUE,TRUE,usa,new york,8,2.38,23.13,5,0.63,0,7.33,7.71,5,384.29,0.13,0.38,1,1,0.4,4,223.5,,0,1,2,2238.02,0.2,1 night free hotel with flight,1
510067,2023-01-04,48,F,TRUE,TRUE,usa,new york,9,1.11,13.11,4,0.44,0,8.23,7.49,3,404.53,0.1,0.11,0.67,1,0,4,190,0.05,0.11,1,3.25,2326.64,0.25,1 night free hotel with flight,1
510070,2023-01-04,57,F,TRUE,TRUE,usa,boston,8,2.5,24.38,4,0.5,0,157.76,86.28,2,350.44,0.08,0.25,1,3,2,4,132,0.15,0.13,1.75,8,1338.73,0,free checked bag,1
510078,2023-01-04,36,F,TRUE,FALSE,usa,grand rapids,10,2.2,41.6,3,0.3,0.33,7.91,8.04,3,146.97,,0.1,1,1,0.5,3,184.5,0.2,0.2,1,1.5,833.89,0,no cancellation fees,1
510079,2023-01-04,29,F,FALSE,FALSE,usa,new york,9,0.78,10.67,1,0.11,0,6.64,6.86,1,406.43,,0,1,1,0,1,82,,0,1,0,2595.05,0,1 night free hotel with flight,1
510081,2023-01-04,45,F,FALSE,FALSE,usa,oakland,8,2.88,25.38,3,0.38,0,5.55,6.45,1,690.01,0.2,0.13,1,1,0,3,146.33,0.05,0.13,1,6.33,3976.13,0,1 night free hotel with flight,1
510090,2023-01-04,50,F,TRUE,FALSE,usa,anchorage,8,1.13,13,1,0.13,0,5.49,5.85,1,446.33,0.1,0.13,0,1,1,1,88,,0,1,1,4630.5,0,1 night free hotel with flight,1
510093,2023-01-04,53,M,TRUE,FALSE,usa,norfolk,8,2.13,20.25,4,0.5,0,8.24,8.64,4,511.33,0.2,0.13,1,1,0.5,3,184.67,0.1,0.13,1,5.33,2850.04,0,1 night free hotel with flight,1
510094,2023-01-04,45,F,FALSE,FALSE,usa,long beach,8,0.75,9.38,1,0.13,0,8.52,8.61,1,5.35,0.08,0.25,1,1,2,1,131,,0,1,9,27.45,0,free checked bag,1
510104,2023-01-04,36,F,FALSE,TRUE,canada,montreal,8,1.38,15.13,3,0.38,0,8.5,9.45,3,390.07,,0,1,1,0.33,2,134.5,,0,1,2,2169.93,0,1 night free hotel with flight,1
510108,2023-01-04,52,F,TRUE,FALSE,usa,colorado springs,9,4.22,30.11,3,0.33,0.33,66.89,5.11,3,291.85,,0.11,1,1.25,1,2,103,,0.11,1,9.67,1540.91,0,no cancellation fees,1
510112,2023-01-04,46,F,TRUE,FALSE,usa,new orleans,8,1.38,15.13,1,0.13,0,6.78,6.98,1,398.55,0.18,0.25,1,1,1,1,79,,0,1,20,2368.5,0,1 night free hotel with flight,1
510114,2023-01-04,41,M,FALSE,FALSE,usa,omaha,8,2.13,21.88,6,0.75,0,5.38,5.54,6,300.82,0.3,0.13,1,1,0.33,5,153.6,,0,1,5.2,1644.93,0,1 night free hotel with flight,1
510134,2023-01-04,48,F,FALSE,FALSE,usa,newark,8,2.13,21.13,6,0.75,0,6.37,7.18,5,101.91,0.1,0.13,1,1.2,0.8,6,122.5,0.15,0.25,1.33,5.83,392.63,0,free hotel meal,1
510155,2023-01-04,45,M,TRUE,TRUE,usa,dallas,8,1.13,12.88,4,0.5,0,7.03,6.94,2,496.84,,0,1,1.5,0,3,221.67,0.1,0.13,1.67,9,1735.1,0,free hotel meal,1
510156,2023-01-04,42,M,FALSE,FALSE,usa,seattle,8,2,19.75,5,0.63,0,9.4,12.41,4,805.78,,0,1,1.25,0.5,5,192,,0,1.2,4.6,3384.74,0.2,1 night free hotel with flight,1
510163,2023-01-04,52,F,TRUE,TRUE,usa,las vegas,8,1.5,17.88,4,0.5,0,6.19,5.84,3,438.72,0.4,0.13,1,1,1,4,200.75,,0,1,8.25,2493.56,0,1 night free hotel with flight,1
510164,2023-01-04,34,F,TRUE,TRUE,canada,montreal,8,1.38,15.13,2,0.25,0,5.16,5.36,2,401.95,0.09,0.5,1,1,0.5,2,134,0.05,0.25,1,6.5,2073.33,0,1 night free hotel with flight,1
510170,2023-01-04,27,F,FALSE,FALSE,canada,ottawa,8,1.5,16.25,3,0.38,0,6.38,6.54,3,310.86,0.25,0.13,1,1.33,0.67,3,178,0.05,0.13,1.33,4.33,1548.86,0,1 night free hotel with flight,1
510172,2023-01-04,35,F,FALSE,FALSE,usa,mobile,8,1.25,13.25,3,0.38,0,7.42,7.61,3,387.63,0.13,0.25,1,1,0.33,3,213.67,0.08,0.25,1,2.33,2328.22,0,1 night free hotel with flight,1
510179,2023-01-04,58,F,TRUE,FALSE,usa,jacksonville,8,1.5,16.25,5,0.63,0,97.7,7.32,4,1708.4,0.15,0.13,1,1.75,0.5,4,200.75,,0,1.5,2.75,4977.83,0,1 night free hotel with flight,1
510185,2023-01-04,44,F,TRUE,FALSE,usa,houston,8,2,19.63,4,0.5,0,7.86,8.44,3,357.55,0.2,0.25,0.67,1,0.33,4,178.25,0.05,0.13,1.25,4.5,2537.41,0,free hotel meal,1
510188,2023-01-04,35,F,FALSE,FALSE,usa,san antonio,11,2.09,55.82,6,0.55,0.33,92.28,68.7,5,1973.25,0.05,0.27,0.8,1.4,0.8,5,244,0.05,0.27,1,6.86,12357.43,0,no cancellation fees,1
510195,2023-01-04,54,M,TRUE,FALSE,usa,houston,8,1.5,16.75,4,0.5,0,5.79,6.61,3,304.92,0.25,0.13,1,1,0.67,4,234,,0,1,4.75,1795.28,0,1 night free hotel with flight,1
510198,2023-01-04,32,F,FALSE,FALSE,usa,new york,9,2.33,22.33,3,0.33,0,7.86,8.07,3,412.3,0.17,0.33,1,1,0.67,3,224,0.1,0.22,1,2,2298.67,0,1 night free hotel with flight,1
510213,2023-01-04,40,F,TRUE,TRUE,canada,toronto,8,2.38,22.88,5,0.63,0,6.71,8.82,4,120.3,,0,1,1.25,1,4,208.75,,0,1,2.25,544.83,0,1 night free hotel with flight,1
510215,2023-01-04,29,F,TRUE,FALSE,usa,mobile,9,2.22,21.11,3,0.33,0,6.35,5.95,1,256.62,0.1,0.11,1,1,1,3,86,0.15,0.11,1,9,1599.14,0,1 night free hotel with flight,1
510219,2023-01-04,44,M,TRUE,FALSE,canada,montreal,8,1.75,18,3,0.38,0,6.74,6.24,3,352.52,0.08,0.25,0.67,1,0,2,137,0.15,0.13,1,4,1885.6,0,1 night free hotel with flight,1
510227,2023-01-04,32,M,FALSE,FALSE,usa,tulsa,8,0.75,9.63,2,0.25,0,7.94,8.11,2,309.26,,0,1,1,0.5,2,135,0.2,0.13,1,2,1642.95,0,1 night free hotel with flight,1
510238,2023-01-04,41,F,FALSE,TRUE,usa,new york,8,0.88,13,3,0.38,0,6.59,6.85,3,875.84,0.05,0.13,1,1.33,0,3,356,,0,1.33,1,3352.88,0,1 night free hotel with flight,1
510239,2023-01-04,55,F,TRUE,TRUE,usa,santa ana,8,1.38,14.38,2,0.25,0,6.61,5.22,1,23.55,,0,1,1,0,2,384,0.13,0.38,1,6,124.31,0,1 night free hotel with flight,1
510243,2023-01-04,42,F,TRUE,FALSE,canada,windsor,8,1.5,15.63,3,0.38,0,8.7,7.73,3,144.45,,0,1,1,0.67,2,161.5,0.2,0.13,1,2.5,834.62,0,1 night free hotel with flight,1
510257,2023-01-04,49,F,TRUE,FALSE,usa,las vegas,8,0.63,8.63,2,0.25,0,5.11,5.07,2,798.11,,0,1,1.5,0,1,39,,0,2,0,2926.16,0,1 night free hotel with flight,1
510270,2023-01-04,47,F,TRUE,TRUE,usa,columbus,8,2.13,21.13,1,0.13,0,6.12,,1,786.29,,0,1,2,0,0,,,0,,,2190.12,0,exclusive discounts,1
510283,2023-01-04,18,F,FALSE,FALSE,canada,edmonton,8,1,12.25,0,0,,,,0,,0.1,0.25,0,,,0,,0.2,0.13,,,,0,exclusive discounts,1
510315,2023-01-04,43,F,FALSE,FALSE,usa,norfolk,8,3.13,28.38,2,0.25,0,7.98,8.6,2,82.35,0.2,0.25,1,1,1.5,1,231,,0,1,1,468.19,0,free checked bag,1
510316,2023-01-04,17,F,FALSE,TRUE,usa,phoenix,8,1.88,19.13,1,0.13,0,,5.24,0,,0.12,0.38,0,,,1,121,,0,1,17,,0,exclusive discounts,1
510326,2023-01-04,42,M,FALSE,FALSE,canada,quebec,8,2.63,26.25,6,0.75,0,8.12,8.28,6,277.78,0.13,0.25,0.83,1.33,1.5,6,191.33,0.1,0.25,1.33,3.17,1533.89,0,free checked bag,1
510328,2023-01-04,36,F,FALSE,FALSE,usa,detroit,8,2.25,21.75,5,0.63,0,7.49,7.65,5,235.88,0.05,0.13,1,1,0.2,4,161.25,0.15,0.13,1,1.75,1303.04,0,1 night free hotel with flight,1
510343,2023-01-04,38,F,TRUE,TRUE,usa,oklahoma city,9,5.44,26.33,5,0.56,0.2,7.4,7.56,5,320.74,0.05,0.22,1,1.17,0.5,5,140.17,0.2,0.22,1.17,1.83,1537.28,0.4,no cancellation fees,1
510356,2023-01-04,51,F,TRUE,FALSE,usa,wichita,8,1.13,12.63,2,0.25,0,5,5.19,2,282.67,0.05,0.13,0.5,1,0.5,2,127.5,0.05,0.13,1,3,2043.97,0,1 night free hotel with flight,1
510365,2023-01-04,45,F,FALSE,FALSE,usa,boston,8,1.13,12.75,4,0.5,0,6.14,6.36,4,537.26,,0,1,1.5,0.25,4,195,0.05,0.13,1.5,4.25,2619.24,0,1 night free hotel with flight,1
510369,2023-01-04,49,F,FALSE,FALSE,usa,bakersfield,8,1.75,18.63,3,0.38,0,6.98,7.19,3,473.36,0.13,0.5,1,1,0,3,107,,0,1,4,2711.84,0,1 night free hotel with flight,1
510379,2023-01-04,19,F,FALSE,FALSE,usa,san francisco,8,1,11.63,1,0.13,0,,8.57,0,,0.15,0.25,0,,,1,101,,0,1,3,,0,exclusive discounts,1
510393,2023-01-04,50,M,FALSE,FALSE,canada,calgary,8,1.25,15.13,1,0.13,0,8.42,8.63,1,404.58,,0,1,1,0,1,88,,0,1,8,2106.71,0,1 night free hotel with flight,1
510418,2023-01-04,36,F,TRUE,TRUE,usa,dallas,9,0.67,9.56,0,0,,,,0,,0.1,0.22,0,,,0,,0.05,0.11,,,,0,exclusive discounts,1
510423,2023-01-04,52,M,TRUE,TRUE,usa,oakland,8,1.13,13.75,2,0.25,0,7.47,2.53,1,105.21,0.05,0.25,1,1,1,1,149,0.1,0.13,1,7,537.62,0,1 night free hotel with flight,1
510449,2023-01-04,52,F,FALSE,TRUE,usa,charlotte,9,2.67,25.22,4,0.44,0,9.11,10.14,4,172.99,0.23,0.33,1,1,0.75,3,124.67,,0,1,1.33,978.95,0,1 night free hotel with flight,1
510452,2023-01-04,55,F,FALSE,FALSE,canada,toronto,8,1.5,15.63,4,0.5,0,5.99,6.16,4,274.55,0.16,0.63,1,1,0.75,4,248,0.15,0.13,1,3.25,1515.31,0,exclusive discounts,1
510459,2023-01-04,30,M,FALSE,FALSE,canada,ottawa,8,2.13,19.63,3,0.38,0,7.76,7.92,3,274.88,,0,0.67,1.33,0.67,3,129,0.2,0.13,1.33,2.33,1485.62,0,1 night free hotel with flight,1
510490,2023-01-04,71,F,TRUE,FALSE,usa,milwaukee,8,1.25,14.38,1,0.13,0,,20.95,0,,0.05,0.25,0,,,1,154,0.1,0.13,1,4,,0,exclusive discounts,1
510494,2023-01-04,47,F,TRUE,FALSE,usa,kansas city,9,1.33,15.33,5,0.56,0,8.09,8.27,5,387.81,0.15,0.11,1,1.2,0.4,5,103,,0,1.2,2,1913.92,0.2,1 night free hotel with flight,1
510511,2023-01-04,48,F,TRUE,FALSE,usa,stockton,8,1.63,18.63,2,0.25,0,4.63,7.49,1,309.71,,0,1,1,0,2,231,0.08,0.25,1,3,1881.73,0,1 night free hotel with flight,1
510533,2023-01-04,36,F,FALSE,FALSE,usa,jacksonville,8,1.25,13.63,1,0.13,0,4.35,4.5,1,245.45,0.1,0.13,1,1,1,1,168,0.13,0.25,1,4,1294.46,0,1 night free hotel with flight,1
510537,2023-01-04,48,F,TRUE,TRUE,usa,austin,10,1.5,17,5,0.5,0,62.04,6.68,4,1995.05,0.12,0.3,1,1.5,1.25,4,116.5,0.08,0.2,1,5.25,7044.78,0,free checked bag,1
510543,2023-01-04,20,M,FALSE,TRUE,canada,toronto,8,0.5,7.38,0,0,,,,0,,0.05,0.13,0,,,0,,0.1,0.13,,,,0,exclusive discounts,1
510545,2023-01-04,58,F,FALSE,FALSE,usa,los angeles,8,1.25,14.75,1,0.13,0,,2.12,0,,0.1,0.13,0,,,1,342,0.1,0.25,1,5,,0,exclusive discounts,1
510558,2023-01-04,23,M,FALSE,TRUE,usa,newark,9,1.22,16.22,2,0.22,0.5,142.47,9.11,2,1676.87,0.18,0.33,0.5,1.67,1.67,2,114,,0.11,1,1,6224.07,0,free checked bag,1
510570,2023-01-04,43,F,FALSE,FALSE,usa,new york,9,1.22,12.56,4,0.44,0,4.85,9.89,2,426.52,0.15,0.22,1,1,0.5,4,178,0.1,0.11,1.25,5.5,2275.2,0,free hotel meal,1
510571,2023-01-04,20,F,TRUE,TRUE,usa,new york,8,0.88,11.38,4,0.5,0,225.12,63.48,1,9135.13,0.18,0.38,1,4,3,4,209,0.1,0.25,1.5,7.5,15015.82,0,free checked bag,1
510575,2023-01-04,22,F,FALSE,TRUE,usa,los angeles,8,0.75,9.38,0,0,,,,0,,,0,0,,,0,,0.15,0.13,,,,0,exclusive discounts,1
510580,2023-01-04,54,M,FALSE,FALSE,usa,providence,8,0.75,11.25,3,0.38,0,9.2,7.65,2,393.64,,0,1,1,1,3,134,,0,1,2.67,1985.83,0,1 night free hotel with flight,1
510582,2023-01-04,26,M,FALSE,FALSE,usa,phoenix,8,1.75,17,2,0.25,0,4.31,6.9,1,33.15,0.13,0.25,1,1,0,2,207,0.05,0.13,1,5.5,175.43,0,1 night free hotel with flight,1
510585,2023-01-04,17,F,FALSE,TRUE,canada,montreal,8,1.25,12.5,1,0.13,0,224.56,224.8,1,1134.86,,0,1,2,1,1,239,,0,1,13,3203.2,0,1 night free hotel with flight,1
510586,2023-01-04,31,F,FALSE,FALSE,usa,new york,8,1.88,19,5,0.63,0,8.64,8.84,5,437.55,0.1,0.25,0.8,1.2,0.4,5,96,,0,1.2,3.8,2119.38,0,1 night free hotel with flight,1
510610,2023-01-04,35,F,TRUE,FALSE,usa,new york,8,0.88,10.5,1,0.13,0,7.76,7.97,1,523.74,,0,1,1,0,1,134,0.1,0.38,1,6,2595.05,0,1 night free hotel with flight,1
510618,2023-01-04,46,F,TRUE,TRUE,usa,san diego,8,1.25,15.13,3,0.38,0,6.15,10.11,2,274.89,0.08,0.38,0.5,1,0,3,174.33,0.2,0.13,1,3,1973.71,0,1 night free hotel with flight,1
510676,2023-01-05,49,F,TRUE,TRUE,usa,new york,8,1.38,15.63,3,0.38,0,9.67,9.83,3,290.7,,0,1,1.33,0.33,3,45.67,0.1,0.25,1.33,1,1565.8,0.33,1 night free hotel with flight,1
510686,2023-01-05,36,F,TRUE,FALSE,usa,st. petersburg,8,2.13,20,3,0.38,0,8.66,7.1,2,578.89,0.13,0.25,1,2,0,3,276,0.1,0.13,2,2.33,1733.7,0.33,1 night free hotel with flight,1
510694,2023-01-05,45,M,FALSE,FALSE,usa,anchorage,9,3.56,54.67,4,0.44,0.25,6.8,7.11,4,760.78,,0.11,1,1,0.4,4,119,0.15,0.22,1,1.6,3859.02,0,no cancellation fees,1
510700,2023-01-05,51,M,FALSE,FALSE,usa,newark,9,2.78,48,4,0.44,0.25,7.39,6.38,3,219.83,0.15,0.33,0.67,1,0.75,4,153.6,0.05,0.22,1.2,3,2160.72,0.25,free hotel meal,1
510707,2023-01-05,40,F,FALSE,TRUE,canada,toronto,8,1.13,13,2,0.25,0,7.82,4.68,2,128.99,0.2,0.25,1,1.5,1,1,175,,0,2,1,522.06,0,1 night free hotel with flight,1
510719,2023-01-05,36,F,TRUE,TRUE,canada,montreal,9,1.11,12.11,1,0.11,0,,2.58,0,,0.13,0.22,0,,,1,97,0.1,0.11,1,20,,0,exclusive discounts,1
510733,2023-01-05,45,F,TRUE,TRUE,canada,toronto,8,1,11.5,2,0.25,0,6.62,6.45,2,373.38,0.13,0.25,1,1,1,1,108,0.15,0.13,1,2,1941.43,0,1 night free hotel with flight,1
510754,2023-01-05,44,F,FALSE,FALSE,usa,charlotte,8,1.88,19.38,5,0.63,0,7.1,6.97,4,321.08,0.15,0.25,1,1,0.25,5,126.4,0.05,0.13,1.2,1.8,1653.79,0,free hotel meal,1
510779,2023-01-05,41,F,FALSE,FALSE,canada,montreal,8,1.5,16.5,4,0.5,0,9.65,9.38,3,822.04,,0,1,1.33,0.67,4,166.25,,0,1.25,1.25,2887.31,0,1 night free hotel with flight,1
510805,2023-01-05,72,F,FALSE,FALSE,usa,dallas,8,1.63,16.5,2,0.25,0,5.51,7.68,1,388.86,0.1,0.25,1,1,2,2,100,,0,1,5,2180.26,0,free checked bag,1
510815,2023-01-05,55,F,TRUE,TRUE,usa,san antonio,9,2,18.67,4,0.44,0,7.11,7.31,4,356.89,0.15,0.22,0.75,1,0.25,4,225.25,,0,1,5,2341.28,0,1 night free hotel with flight,1
510822,2023-01-05,45,F,FALSE,FALSE,usa,new york,9,1.33,15.11,4,0.44,0,4.89,4.04,3,522.74,0.18,0.22,1,1,0.33,3,212.67,0.15,0.67,1.33,6,2896.62,0,exclusive discounts,1
510828,2023-01-05,21,F,FALSE,FALSE,usa,new york,9,0.78,11.56,0,0,,,,0,,0.2,0.22,0,,,0,,,0,,,,0,exclusive discounts,1
